,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
1188,Greenline (Karunamoyee),Volvo A/C Seater (2+2),13:00,15:30,02h 30m,INR 429,17 Seats available,"4.6
17",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
1189,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:00,15:15,02h 15m,INR 429,31 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
1190,Express Line,Volvo 9600 A/C Semi Sleeper (2+2),13:30,15:40,02h 10m,INR 429,39 Seats available,"4.7
11",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
1191,SBSTC-HALDIA - KOLKATA - 13:00 (Haldia Depot) - 635,Non AC Seater (2+3),13:00,16:00,03h 00m,INR 110,32 Seats available,"4.4
13",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
1192,SBSTC-HALDIA - KOLKATA - ALL STOP - 13:30 (Haldia Depot) - 629,Non AC Seater (2+3),13:30,16:30,03h 00m,INR 110,30 Seats available,"4.0
95",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
1193,SBSTC-HALDIA - KOLKATA - 14:00 (Haldia Depot) - 640,Non AC Seater (2+3),14:00,17:00,03h 00m,INR 110,23 Seats available,"4.1
143",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
1194,SBSTC-HALDIA - KOLKATA - 15:00 (Haldia Depot) - 641,Non AC Seater (2+3),15:00,18:00,03h 00m,INR 110,39 Seats available,"4.1
203",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
1195,SBSTC-HALDIA - KOLKATA - 16:05 (HALDIA DEPOT) - 1328,Non AC Seater (2+3),16:05,19:05,03h 00m,INR 110,28 Seats available,"3.5
203",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
1196,SBSTC-HALDIA - KOLKATA - ALL STOP - 17:30 (HLD DEPOT) - 630,Non AC Seater (2+3),17:30,20:30,03h 00m,INR 110,28 Seats available,"3.7
208",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
1197,WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),16:45,19:30,02h 45m,INR 97,40 Seats available,"3.9
62",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Calcutta
1198,SBSTC-KOLKATA - HALDIA - SPL - 14:05 (Haldia Depot) - 3015,Non AC Seater (2+3),14:05,17:25,03h 20m,INR 98,49 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1199,SBSTC-KOLKATA - HALDIA - A/C - 14:30 (Haldia Depot) - 980,AC Seater (2+2),14:30,17:30,03h 00m,INR 210,25 Seats available,"3.9
143",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1200,SBSTC-KOLKATA - HALDIA - NON STOP - 15:30 (HALDIA DEPOT) - 569,Non AC Seater (2+3),15:30,18:30,03h 00m,INR 135,47 Seats available,"4.4
74",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1201,SBSTC-KOLKATA - HALDIA - A/C - 16:05 (Haldia Depot) - 1527,AC Seater (2+2),16:05,19:05,03h 00m,INR 210,31 Seats available,"3.4
81",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1202,SBSTC-KOLKATA - HALDIA - 16:30 (Haldia Depot) - 809,Non AC Seater (2+3),16:30,19:30,03h 00m,INR 110,37 Seats available,"3.7
14",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1203,SBSTC-KOLKATA - HALDIA - 17:00 (Haldia Depot) - 3017,Non AC Seater (2+3),17:00,20:00,03h 00m,INR 110,38 Seats available,"3.7
116",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1204,SBSTC-KOLKATA - HALDIA - 17.30 (HALDIA DEPOT) - 565,Non AC Seater (2+3),17:30,20:30,03h 00m,INR 110,28 Seats available,"4.1
136",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1205,SBSTC-KOLKATA - HALDIA - 18.15 (HALDIA DEPOT) - 566,Non AC Seater (2+3),18:15,21:15,03h 00m,INR 110,29 Seats available,"3.4
193",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1206,Gogol City Service,AC Seater (2+3),13:30,16:15,02h 45m,143,39 Seats available,"4.2
275",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1207,Diamond City Service,A/C Executive (2+3),15:10,18:55,03h 45m,INR 170,35 Seats available,"4.5
370",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1208,Droupadi City Service,A/C Seater (2+3),15:20,18:10,02h 50m,INR 160,57 Seats available,"3.2
66",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1209,Droupadi Paribahan,A/C Seater (2+3),14:10,16:58,02h 48m,INR 160,61 Seats available,"2.6
28",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1210,KRISHNAKALI,A/C Seater (2+3),14:45,17:30,02h 45m,INR 165,60 Seats available,"2.9
57",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
1211,SBSTC-KOLKATA - DURGAPUR - 12:50 (Durgapur) - 328,Non AC Seater (2+3),12:50,16:20,03h 30m,INR 150,52 Seats available,"3.6
16",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1212,SBSTC-KARUNAMOYEE - DURGAPUR - 13:00 (DGP DEPOT) - 180,Non AC Seater (2+3),13:00,16:45,03h 45m,INR 155,43 Seats available,"3.8
75",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1213,SBSTC-KOLKATA - PURULIA - VIA - BANKURA - 13:00 (PRL DEP - 290,Non AC Seater (2+3),13:00,16:00,03h 00m,INR 150,46 Seats available,"3.6
5",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1214,SBSTC-KOLKATA - ASANSOL - 13:15 (ASANSOL DEPOT) - 767,Non AC Seater (2+3),13:15,16:45,03h 30m,INR 150,52 Seats available,3.7,https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1215,SBSTC-HALDIA - ASANSOL - VIA - KOLKATA - 09:30 (HLD DEPO - 1763,Non AC Seater (2+3),13:45,17:15,03h 30m,INR 150,52 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1216,SBSTC-KOLKATA - DURGAPUR - 14:00 (DGP DEPOT) - 170,Non AC Seater (2+3),14:00,17:30,03h 30m,INR 150,52 Seats available,"3.9
23",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1217,SBSTC-KARUNAMOYEE - ASANSOL - 14:00 (ASN DEPOT) - 247,Non AC Seater (2+3),14:00,17:45,03h 45m,INR 155,47 Seats available,"3.8
75",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1218,SBSTC-KARUNAMOYEE - ASANSOL - A/C - 14:15 (ASN DEPOT) - 1132,AC Seater (2+2),14:15,18:00,03h 45m,INR 300,30 Seats available,"3.7
111",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1219,SBSTC-KOLKATA - PURULIA - VIA - ASN - 14:15 (PRL DEPOT) - 292,Non AC Seater (2+3),14:15,17:15,03h 00m,INR 150,51 Seats available,"4.5
9",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1220,SBSTC-KOLKATA - BANKURA - 14:30 (Bankura Depot) - 2756,Non AC Seater (2+3),14:30,18:00,03h 30m,INR 150,51 Seats available,"3.2
8",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1221,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 14:30 - 312,Non AC Seater (2+3),14:30,18:15,03h 45m,INR 155,31 Seats available,"3.5
52",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1222,SBSTC-KARUNAMOYEE - ASANSOL - 15:00 (ASN DEPOT) - 248,Non AC Seater (2+3),15:00,18:45,03h 45m,INR 155,51 Seats available,"3.5
37",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1223,SBSTC-KOLKATA - ASANSOL - 15:00 (ASANSOL DEPOT) - 257,Non AC Seater (2+3),15:00,18:30,03h 30m,INR 150,50 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1224,SBSTC-KOLKATA - DURGAPUR - 15:15 (DGP DEPOT) - 759,Non AC Seater (2+3),15:15,18:45,03h 30m,INR 150,52 Seats available,"3.8
19",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1225,SBSTC-KARUNAMOYEE - ASANSOL - 15:30 (ASN DEPOT) - 249,Non AC Seater (2+3),15:30,19:15,03h 45m,INR 155,40 Seats available,"4.0
97",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1226,WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),13:45,16:45,03h 00m,INR 350,27 Seats available,"4.0
74",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1227,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),12:15,16:00,03h 45m,INR 486,10 Seats available,"4.4
209",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1228,Greenline,Volvo A/C Seater (2+2),12:30,16:30,04h 00m,INR 486,32 Seats available,"4.1
52",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1229,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:00,17:00,04h 00m,INR 486,29 Seats available,"3.9
59",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1230,Greenline (Karunamoyee),Volvo A/C Seater (2+2),13:00,17:00,04h 00m,INR 486,16 Seats available,"4.6
210",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
1231,WBTC (CTC) Belgachia - Digha via Esplanade - 51|13:00,Non AC Seater (2+3),13:00,17:30,04h 30m,INR 145,47 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1232,WBTC (CTC) Belgachia - Digha via Esplanade - 51|14:00,Non AC Seater (2+3),14:00,18:15,04h 15m,INR 145,47 Seats available,"3.5
4",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1233,WBTC (CTC) Kolkata - Digha - 124|14:40,Non AC Seater (2+3),14:40,19:05,04h 25m,INR 145,48 Seats available,"4.1
34",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1234,WBTC (CTC) SHYAMBAZAR - DIGHA VIA- ESPLANADE (AC-VOLVO) - 52|14:45,Volvo AC Seater (2+2),14:45,20:00,05h 15m,INR 370,40 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1235,WBTC (CTC) Belgachia - Digha via Esplanade - 51|14:45,Non AC Seater (2+3),14:45,20:10,05h 25m,INR 155,46 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1236,WBTC (CTC) SHYAMBAZAR - DIGHA VIA- ESPLANADE (AC-VOLVO) - 52|15:45,Volvo AC Seater (2+2),15:45,20:00,04h 15m,INR 370,40 Seats available,"3.7
10",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1237,WBTC (CTC) Belgachia - Digha via Esplanade - 51|15:45,Non AC Seater (2+3),15:45,20:10,04h 25m,INR 145,45 Seats available,"3.0
20",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1238,WBTC (CTC) Khidderpur - Digha - 97|16:00,Non AC Seater (2+3),16:00,21:00,05h 00m,INR 151,48 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1239,WBTC (CTC) Khidderpur - Digha - 97|16:45,Non AC Seater (2+3),16:45,21:00,04h 15m,INR 145,48 Seats available,"3.0
43",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1240,Shyamoli Paribahan Pvt Ltd,Volvo Multi-Axle A/C seater/sleeper (2+1),23:30,04:30,05h 00m,INR 350,41 Seats available,"4.5
341",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1241,Express Line,Volvo 9600 A/C Seater (2+2),23:45,04:45,05h 00m,323,41 Seats available,"4.3
322",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1242,Maa Chandi Travels,A/C Seater / Sleeper (2+2),22:00,05:30,07h 30m,270,31 Seats available,"4.2
193",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1243,AdSagufta Travels (Bhorpet Travels),AC Seater (2+2),23:55,04:35,04h 40m,476,24 Seats available,"4.0
49",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1244,Mayuri Express,AC Seater (2+2),23:15,04:30,05h 15m,INR 479,22 Seats available,"4.2
183",https://www.redbus.in/bus-tickets/kolkata-to-digha,Kolkata to Digha
1245,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:45,18:15,04h 30m,INR 299,8 Seats available,"4.5
451",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1246,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),13:30,18:25,04h 55m,INR 300,17 Seats available,"4.3
304",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1247,Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),13:40,18:25,04h 45m,INR 300,35 Seats available,"4.3
299",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1248,Monikanchan Bus Service,A/C Seater (2+3),13:30,17:45,04h 15m,INR 375,25 Seats available,"4.0
46",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1249,Samanta Travels,A/C Seater (2+3),14:30,19:20,04h 50m,INR 300,13 Seats available,"3.3
84",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1250,Sneha Gold Bus Service,A/C Seater (2+3),16:30,21:30,05h 00m,INR 300,20 Seats available,"4.6
17",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1251,Parameswar Travels,A/C Seater Push Back (2+3),20:00,01:35,05h 35m,285,20 Seats available,"3.4
8",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1252,Snemita Parisheba(SNEHA GOLD),AC Seater (2+3),16:40,21:10,04h 30m,352,46 Seats available,"3.2
44",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1253,Maa Chandi Travels,A/C Seater / Sleeper (2+2),12:35,17:15,04h 40m,360,19 Seats available,"3.3
37",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1254,City Express (Shinjini),AC Seater (2+3),22:45,04:10,05h 25m,INR 290,26 Seats available,"3.4
29",https://www.redbus.in/bus-tickets/digha-to-kolkata,Digha to Calcutta
1255,SBSTC-KOLKATA - PURULIA - VIA - BANKURA - 13:00 (PRL DEP - 290,Non AC Seater (2+3),13:00,17:00,04h 00m,INR 180,46 Seats available,"2.4
26",https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
1256,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 14:30 - 312,Non AC Seater (2+3),14:30,20:00,05h 30m,INR 185,32 Seats available,"3.5
61",https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
1257,SBSTC-KOLKATA - BANKURA - 14:30 (Bankura Depot) - 2756,Non AC Seater (2+3),14:30,18:30,04h 00m,INR 180,51 Seats available,"2.8
23",https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
1258,SBSTC-KOLKATA - BANKURA - 15:30 (Bankura Depot) - 294,Non AC Seater (2+3),15:30,19:30,04h 00m,INR 180,51 Seats available,"2.2
27",https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
1259,SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 16:45 - 311,Non AC Seater (2+3),16:45,22:15,05h 30m,INR 185,44 Seats available,"4.4
68",https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
1260,City Queen Bus Service,Non AC Seater (2+2),20:50,02:00,05h 10m,INR 250,11 Seats available,"2.3
5",https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
1261,City Queen Bus Service,Non AC Seater (2+2),21:30,03:30,06h 00m,INR 285,17 Seats available,"2.2
8",https://www.redbus.in/bus-tickets/kolkata-to-bankura,Kolkata to Bankura
1262,SBSTC-KOLKATA - ASANSOL - 13:15 (ASANSOL DEPOT) - 767,Non AC Seater (2+3),13:15,17:45,04h 30m,INR 180,52 Seats available,"1.6
6",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1263,SBSTC-HALDIA - ASANSOL - VIA - KOLKATA - 09:30 (HLD DEPO - 1763,Non AC Seater (2+3),13:45,18:15,04h 30m,INR 180,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1264,SBSTC-KARUNAMOYEE - ASANSOL - 14:00 (ASN DEPOT) - 247,Non AC Seater (2+3),14:00,19:00,05h 00m,INR 185,47 Seats available,"3.1
28",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1265,SBSTC-KARUNAMOYEE - ASANSOL - A/C - 14:15 (ASN DEPOT) - 1132,AC Seater (2+2),14:15,19:15,05h 00m,INR 360,32 Seats available,"2.9
47",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1266,SBSTC-KOLKATA - PURULIA - VIA - ASN - 14:15 (PRL DEPOT) - 292,Non AC Seater (2+3),14:15,18:45,04h 30m,INR 180,50 Seats available,"3.7
12",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1267,SBSTC-KARUNAMOYEE - ASANSOL - 15:00 (ASN DEPOT) - 248,Non AC Seater (2+3),15:00,20:00,05h 00m,INR 185,51 Seats available,"2.1
23",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1268,SBSTC-KOLKATA - ASANSOL - 15:00 (ASANSOL DEPOT) - 257,Non AC Seater (2+3),15:00,19:30,04h 30m,INR 180,52 Seats available,"2.9
5",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1269,SBSTC-KARUNAMOYEE - ASANSOL - 15:30 (ASN DEPOT) - 249,Non AC Seater (2+3),15:30,20:30,05h 00m,INR 185,43 Seats available,"3.3
39",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1270,SBSTC-KOLKATA - ASANSOL - 16:00 (ASANSOL DEPOT) - 768,Non AC Seater (2+3),16:00,20:30,04h 30m,INR 180,49 Seats available,"3.2
13",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1271,SBSTC-KARUNAMOYEE - ASANSOL - AC - 16:15 (BEL DEPOT) - 1566,AC Seater (2+2),16:15,21:15,05h 00m,INR 360,37 Seats available,"2.7
12",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1272,WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),13:45,17:40,03h 55m,INR 430,24 Seats available,"2.9
16",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1273,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),12:25,17:00,04h 35m,INR 524,35 Seats available,"3.9
39",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1274,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),12:30,17:00,04h 30m,INR 524,9 Seats available,"4.1
163",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1275,Greenline,Volvo A/C Seater (2+2),12:30,17:30,05h 00m,INR 524,36 Seats available,"4.7
35",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1276,Greenline (Karunamoyee),Volvo A/C Seater (2+2),13:00,18:00,05h 00m,INR 524,20 Seats available,"4.4
146",https://www.redbus.in/bus-tickets/kolkata-to-asansol,Kolkata to Asansol (West Bengal)
1277,SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45,00:00,10h 15m,INR 126,51 Seats available,"2.1
5",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1278,SBSTC-KARUNAMOYEE - DIGHA - VIA DUNLOP - 14:00 (DIGHA) - 3836,Non AC Seater (2+3),14:00,00:00,10h 00m,INR 140,49 Seats available,"3.6
7",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1279,SBSTC-KOLKATA - PURUNIA - 14:30 (MID DEPOT) - 1636,Non AC Seater (2+3),14:30,00:00,09h 30m,INR 126,44 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1280,SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),15:15,00:00,08h 45m,INR 138,8 Seats available,"4.0
17",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1281,SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,00:00,00h 15m,INR 126,26 Seats available,"3.6
20",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1282,Parameswar Travels,A/C Seater Push Back (2+3),13:10,16:50,03h 40m,340,45 Seats available,"3.2
7",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1283,Snemita Paribahan (Ruposhi),AC Seater (2+3),15:55,19:50,03h 55m,INR 370,23 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1284,City Express (Ruposhi),AC Seater (2+3),15:55,19:50,03h 55m,INR 370,31 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1285,City Express (BHORPET),AC Seater (2+3),17:40,21:40,04h 00m,INR 370,31 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1286,Mayuri Express,A/C Seater (2+3),18:20,22:00,03h 40m,INR 300,61 Seats available,"3.6
4",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1287,Mayuri Express,AC Seater (2+2),23:15,02:30,03h 15m,INR 479,22 Seats available,"4.9
5",https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1288,Parameswar Travels,A/C Seater Push Back (2+3),23:59,04:00,04h 01m,285,49 Seats available,2.7,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1289,City Express (Shinjini),AC Seater (2+2),23:45,03:30,03h 45m,INR 370,12 Seats available,3.5,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1290,Snemita Paribahan (Shinjini),AC Seater (2+2),23:45,03:30,03h 45m,INR 370,16 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1291,Haimanti Bus Service,AC Seater (2+3),12:40,16:30,03h 50m,INR 290,20 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-contai-kanthi,Kolkata to Contai (Kanthi)
1292,SBSTC-KOLKATA - DIGHA - 13:45 (MID DEPOT) - 971,Non AC Seater (2+3),13:45,00:00,10h 15m,INR 85,51 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
1293,SBSTC-KARUNAMOYEE - DIGHA - VIA DUNLOP - 14:00 (DIGHA) - 3836,Non AC Seater (2+3),14:00,00:00,10h 00m,INR 100,49 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
1294,SBSTC-KOLKATA - HALDIA - SPL - 14:05 (Haldia Depot) - 3015,Non AC Seater (2+3),14:05,00:00,09h 55m,INR 85,49 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
1295,SBSTC-KOLKATA - PURUNIA - 14:30 (MID DEPOT) - 1636,Non AC Seater (2+3),14:30,00:00,09h 30m,INR 85,47 Seats available,4.3,https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
1296,SBSTC-KOLKATA - HALDIA - A/C - 14:30 (Haldia Depot) - 980,AC Seater (2+2),14:30,00:00,09h 30m,INR 160,27 Seats available,"4.4
15",https://www.redbus.in/bus-tickets/kolkata-to-nandakumar,Kolkata to Nandakumar (west bengal)
